product,sale_date,category,quantity,total_price,total_profit,payment_type,customer_id,location,gender,age_band,year,quarter,page
Multi Llama Vests Three Pack,2025-08-18,Children — Girls Clothing,1,17.5,8.93,Credit Card,7834,Kildare,F,Group 35—44,2025,3,9
Dark Blue Belted Jeans,2025-08-18,Men — Jeans,1,29.0,11.6,Pay Pal,3784,Dublin,Male,Category 18-24,2025,3,9
Navy Jersey Joggers,2025-08-18,Men — Trousers,2,48.0,23.52,Credit Card,5807,Kildare,M,Range 35-44,2025,3,9
Rose Gold Two Tier Drainer,2025-08-19,Homeware — Design,1,31.0,12.4,CC,6328,Cork,Female,Category 18-24,2025,3,9
Multi Short Sleeve Character T-shirt,2025-08-19,Children — Boys Clothing,1,16.5,8.41,Credit Card,18781,Kilkenny,M,25-34,2025,3,9
Fluro Shorts Two Pack,2025-08-19,Children  — Boys Clothing,1,17.5,8.93,Debit Card,13528,Dublin,F,Category 35-44,2025,3,9
Black Loose Fit Jeans,2025-08-19,Men — Jeans,1,29.0,11.6,Debit Card,6772,Wexford,Female,Category 55—64,2025,3,9
Navy Linen Blend Dress,2025-08-19,Women — Dresses,1,30.0,15.0,CC,5169,Dublin,Female,Group 45-54,2025,3,9
Black Loose Fit Jeans,2025-08-19,Men — Jeans,1,29.0,11.6,Debit Card,12791,Dublin,Female,35-44,2025,3,9
Pink Cheque Shirt Dress,2025-08-19,Children  — Girls Clothing,1,16.5,8.41,Credit Card,5487,Dublin,Male,25–34,2025,3,9
Red Wing Iron Ranger Boot,2025-08-19,Women — Shoes,1,78.3,30.45,Credit Card,7562,Kerry,Male,18-24,2025,3,9
White Short Sleeve Bird Print Shirt,2025-08-20,Men — Shirts,1,29.0,11.02,Debit Card,8653,Dublin,Male,Category 55-64,2025,3,9
Fluro Shorts Two Pack,2025-08-20,Children — Boys Clothing,3,47.25,21.52,Credit Card,4277,Westmeath,Male,Range 18-24,2025,3,9
Double Wall Mug,2025-08-20,Homeware — Design,1,12.5,5.0,Credit  Card,17994,Cork,M,25—34,2025,3,9
Red Joggers Two Pack,2025-08-20,Children — Boys Clothing,1,15.0,7.65,Credit Card,15881,Meath,Male,25-34,2025,3,9
Floral Embroidered Kaftan,2025-08-20,Children — Girls Clothing,3,96.0,48.96,Voucher,3128,Tipperary,Male,Group 55-64,2025,3,10
White Polo Two Pack,2025-08-21,Children —  Girls Clothing,1,7.5,3.83,PayPal,12044,Dublin,Female,Group 18-24,2025,3,10
Navy Crew and Jogger Set,2025-08-21,Children — Boys Clothing,3,52.5,26.77,Debit Card,5401,Dublin,Female,Category 35–44,2025,3,10
Rose Print Prom Dress,2025-08-21,Children — Girls Clothing,2,74.0,37.74,PayPal,9306,Clare,F,Group 25-34,2025,3,10
Navy Linen Blend Dress,2025-08-21,Women — Dresses,1,30.0,15.0,Debit Card,4881,Dublin,Male,Group 25—34,2025,3,10
Lilac/Mint Long Sleeve Shirts,2025-08-21,Children — Girls Clothing,2,52.0,26.52,Debit Card,12541,Limerick,Male,Range 35-44,2025,3,10
Orange/Navy Shorts Three Pack,2025-08-21,Children — Girls Clothing,1,16.5,8.41,Debit Card,9756,Dublin,Female,Group 35–44,2025,3,10
Pink Slim Fit Double Cuff Shirt,2025-08-21,Men — Shirts,1,29.0,11.02,Debit Card,4862,Dublin,Prefer not to say,35–44,2025,3,10
Black Skinny Fit Jeans,2025-08-21,Men — Jeans,-1,46.0,18.4,Debit Card,15294,Limerick,F,Category 55-64,2025,3,10
Blue Puff Sleeve T-shirt Five Pack,2025-08-22,Children — Girls Clothing,4,86.0,43.86,Credit Card,4937,Sligo,M,Range 35—44,2025,3,10
Black Full Length Leggings,2025-08-22,Men — Trousers,1,46.0,22.54,Credit Card,11953,Dublin,Female,35-44,2025,3,10
Blue Puff Sleeve T–shirt Five Pack,2025-08-22,Children — Girls Clothing,3,64.5,32.9,Credit Card,4824,Sligo,Female,Group 35-44,2025,3,10
White Short Sleeve Oxford Shirt,2025-08-23,Men — Shirts,1,53.0,20.14,Debit Card,14762,Dublin,Female,Range 45-54,2025,3,10
Rose Print Prom Dress,2025-08-23,Children — Girls Clothing,2,74.0,37.74,Credit Card,8159,Cork,Male,Group 55-64,2025,3,10
Navy Chino Trousers,2025-08-23,Men  —  Trousers,3,108.0,52.92,Credit Card,1878,Donegal,Female,Range 35-44,2025,3,10
Navy Crew and Jogger Set,2025-08-23,Children — Boys Clothing,2,31.5,14.35,Credit Card,4765,Wicklow,Prefer not to say,Range 45—54,2025,3,10
Black Slim Fit Jeans,2025-08-24,Men — Jeans,1,46.0,18.4,Debit Card,12700,Kildare,Female,Group 25-34,2025,3,10
Black Skinny Fit Ultra Flex Jeans,2025-08-24,Men — Jeans,1,33.0,13.2,Credit Card,10262,Westmeath,Female,Range 35-44,2025,3,10
Black Loose Fit Jeans,2025-08-24,Men — Jeans,1,29.0,11.6,Credit Card,1731,Dublin,F,Group 18-24,2025,3,10
Multi Short Sleeve Character T-shirt,2025-08-24,Children — Boys Clothing,1,16.5,8.41,Debit Card,19562,Wexford,Female,Range 25-34,2025,3,10
Orange/Navy Shorts Three Pack,2025-08-24,Children — Girls Clothing,1,16.5,8.41,Debit Card,14947,Westmeath,Female,Category 35-44,2025,3,10
White Colour Block T-Shirt,2025-08-24,Children — Boys Clothing,2,45.0,22.95,Credit Card,10253,Dublin,Male,Range 25–34,2025,3,10
White Colour Block T-Shirt,2025-08-25,Children — Boys Clothing,2,45.0,22.95,Debit Card,7259,Galway,Male,Category 18-24,2025,3,10
Marshall Oxford Shirt,2025-08-25,Men — Shirts,1,63.0,23.94,Voucher,14800,Dublin,Male,35—44,2025,3,10
Mid Blue Straight Fit Jeans,2025-08-25,Men — Jeans,2,76.0,30.4,Debit Card,7094,Louth,Female,Group 35-44,2025,3,10
Light Blue Slim Fit Short Sleeve Stretch Shirt,2025-08-25,Men — Shirts,1,21.15,6.58,Debit Card,9712,Tipperary,Female,Category 35-44,2025,3,10
Woodel Wall Mirror,2025-08-25,Homeware —  Design,1,66.0,26.4,Credit Card,12000,Wexford,Female,Group 18—24,2025,3,10
White Tie and Shirt Set,2025-08-26,Men — Shirts,4,140.0,53.2,Debit Card,4662,Dublin,F,Group 45-54,2025,3,10
Leather Court Shoes,2025-08-26,Women — Shoes,2,66.6,25.9,PayPal,2894,Wicklow,M,Range 25—34,2025,3,10
Multi Short Sleeve Character T-shirt,2025-08-26,Children — Boys Clothing,2,29.7,13.53,Debit Card,3868,Kilkenny,M,45-54,2025,3,10
Black Cigarette Trousers,2025-08-26,Men — Trousers,1,21.6,9.36,Credit Card,18019,Tipperary,Male,Category 45-54,2025,3,11
Blue Floral Embroidered Mac,2025-08-27,Children — Girls Clothing,1,35.0,17.85,Debit Card,18169,Cork,Male,35-44,2025,3,11
Double Wall Mug,2025-08-27,Homeware — Design,1,12.5,5.0,Credit Card,13381,Westmeath,Prefer not to say,Range 35-44,2025,3,11
Tan Leather Woven Slingbacks,2025-08-28,Women — Shoes,1,38.7,15.05,CC,13603,Wexford,M,45-54,2025,3,11
White Colour Block T-Shirt,2025-08-28,Children — Boys Clothing,3,67.5,34.42,Voucher,5316,Kildare,Female,Range 25-34,2025,3,11
Blue Stripe Snuggle Fit Pyjamas,2025-08-28,Children — Boys Clothing,5,92.5,47.17,Credit Card,4909,Dublin,Male,25-34,2025,3,11
Dark Wash Straight Fit Jeans,2025-08-28,Men — Jeans,1,33.0,13.2,Credit  Card,6994,Laois,Female,Range 18—24,2025,3,11
Blue Puff Sleeve T-shirt Five Pack,2025-08-28,Children — Girls  Clothing,3,64.5,32.9,Credit  Card,11650,Dublin,Female,Group 45-54,2025,3,11
Navy Suede Loafers,2025-08-28,Men — Shoes,1,35.0,15.75,Credit Card,5797,Dublin,F,Category 18-24,2025,3,11
Pink Slim Fit Double Cuff Shirt,2025-08-28,Men  — Shirts,1,29.0,11.02,Credit Card,7737,Kerry,M,Category 55—64,2025,3,11
Navy/White Long Sleeve Gingham Cheque Shirt,2025-08-28,Men — Shirts,2,58.0,22.04,Credit Card,13206,Waterford,Male,Group 35-44,2025,3,11
Navy Crew and Jogger Set,2025-08-29,Children — Boys Clothing,3,52.5,26.77,Credit Card,5112,Dublin,Prefer not to say,Range 35-44,2025,3,11
Marshall Oxford Shirt,2025-08-29,Men  — Shirts,1,63.0,23.94,Credit Card,18781,Kilkenny,Male,25-34,2025,3,11
Pink Cheque Shirt Dress,2025-08-29,Children — Girls Clothing,1,16.5,8.41,Credit Card,16034,Dublin,Male,Group 25–34,2025,3,11
Dark Wash Straight Fit Jeans,2025-08-29,Men —  Jeans,1,33.0,13.2,Credit Card,18069,Offaly,Prefer not to say,Range 25—34,2025,3,11
Marshall Oxford Shirt,2025-08-29,Men —  Shirts,3,189.0,71.82,Debit Card,19222,Dublin,Male,Category 25—34,2025,3,11
Mid Blue Straight Fit Jeans,2025-08-30,Men — Jeans,2,76.0,30.4,Credit Card,15294,Limerick,Female,Category 55–64,2025,3,11
Metallic Cross Strap Block Heels,2025-08-30,Women — Shoes,1,58.5,22.75,Credit Card,11691,Galway,Female,Group 18-24,2025,3,11
Marshall Oxford Shirt,2025-08-30,Men — Shirts,1,63.0,23.94,Credit Card,5138,Donegal,Female,Range 35-44,2025,3,11
Dark Wash Straight Fit Jeans,2025-08-30,Men — Jeans,1,33.0,13.2,Credit Card,15725,Kerry,Female,Group 35-44,2025,3,11
Hawaiian Print Sun Safe Two Piece,2025-08-30,Children — Girls Clothing,2,35.0,17.85,Credit Card,14681,Dublin,Male,65+,2025,3,11
Lilac/Mint Long Sleeve Shirts,2025-08-30,Children — Girls Clothing,2,52.0,26.52,Credit Card,2369,Clare,Male,Range 35—44,2025,3,11
Juliette Pullover,2025-08-30,Women — Tops,1,47.7,26.5,Credit Card,1116,Wicklow,Male,Range 25–34,2025,3,11
Navy/White Long Sleeve Gingham Cheque Shirt,2025-08-30,Men — Shirts,1,26.1,8.12,Voucher,19441,Galway,Female,Category 18-24,2025,3,11
Cydney Plaid Shirt,2025-08-30,Women — Tops,2,102.6,57.0,Credit Card,5534,Donegal,Female,Group 35-44,2025,3,11
Dark Wash Straight Fit Jeans,2025-08-30,Men — Jeans,1,33.0,13.2,Credit Card,6718,Kildare,Male,Range 35-44,2025,3,11
Dark Blue Belted Jeans,2025-08-31,Men — Jeans,1,29.0,11.6,CC,10078,Dublin,F,Range 35-44,2025,3,11
Light Grey Straight Fit Jeans,2025-08-31,Men — Jeans,1,29.0,11.6,CC,1531,Clare,Male,25–34,2025,3,11
Black Skinny Fit Ultra Flex Jeans,2025-08-31,Men — Jeans,1,33.0,13.2,PayPal,8316,Wicklow,Female,Range 25–34,2025,3,11
Neutral Chino Trousers,2025-09-01,Men — Trousers,1,35.0,17.15,PayPal,3131,Wexford,Prefer not to say,Range 45-54,2025,3,11
Long Sleeve Swing Shirt,2025-09-01,Women — Tops,1,35.0,21.0,PayPal,17916,Galway,Female,35-44,2025,3,12
Dark Ink Slim Fit Jeans,2025-09-01,Men — Jeans,1,46.0,18.4,Debit Card,7088,Cavan,Female,25—34,2025,3,12
Grey Marl Panda Face Crew,2025-09-01,Children —  Boys Clothing,1,11.5,5.87,Credit Card,8991,Donegal,Female,Range 45-54,2025,3,12
White Polo Two Pack,2025-09-01,Children — Girls  Clothing,2,15.0,7.65,Debit Card,3466,Cork,Female,Range 25-34,2025,3,12
Black Skinny Fit Ultra Flex Jeans,2025-09-02,Men — Jeans,1,29.7,9.9,Debit Card,7850,Galway,Female,Group 18–24,2025,3,12
Harriet Chambray Top,2025-09-02,Women — Tops,1,31.5,17.5,Credit Card,8219,Cork,F,Category 18—24,2025,3,12
White Tie and Shirt Set,2025-09-02,Men — Shirts,3,105.0,39.9,Credit Card,5257,Limerick,Female,Group 25–34,2025,3,12
Orange/Navy Shorts Three Pack,2025-09-02,Children — Girls Clothing,2,33.0,16.83,Credit Card,8925,Kilkenny,Male,Range 25–34,2025,3,12
Cydney Plaid Shirt,2025-09-03,Women — Tops,3,153.9,85.5,Credit Card,3878,Meath,Prefer not to say,Category 18-24,2025,3,12
Black Single Cuff Shirt,2025-09-03,Men — Shirts,1,42.0,15.96,Credit  Card,9419,Dublin,Male,Range 25-34,2025,3,12
Multi Llama Vests Three Pack,2025-09-03,Children — Girls Clothing,1,17.5,8.93,Credit Card,16406,Donegal,F,45–54,2025,3,12
Floral Embroidered Kaftan,2025-09-04,Children — Girls Clothing,1,32.0,16.32,Debit Card,3700,Cork,Prefer not to say,25—34,2025,3,12
Fluro Shorts Two Pack,2025-09-04,Children — Boys Clothing,1,17.5,8.93,Debit Card,5150,Dublin,F,Group 35-44,2025,3,12
Whitney Pullover,2025-09-04,Women — Tops,3,148.5,82.5,Credit Card,19441,Galway,Female,18-24,2025,3,12
Dark Wash Straight Fit Jeans,2025-09-04,Men — Jeans,1,33.0,13.2,Credit Card,9537,Longford,Male,Group 25–34,2025,3,12
Mola Headlamp,2025-09-04,Homeware — Design,2,86.0,34.4,Credit Card,3531,Dublin,Female,Group 35-44,2025,3,12
Black Cigarette Trousers,2025-09-04,Men — Trousers,1,24.0,11.76,Credit Card,11387,Cork,Male,Range 18-24,2025,3,12
Navy Crew and Jogger Set,2025-09-04,Children  — Boys Clothing,3,52.5,26.77,Credit Card,18009,Dublin,Female,Range 18—24,2025,3,12
Set of 3 Animal Canvas Prints,2025-09-04,Homeware — Design,1,23.5,9.4,CC,2391,Dublin,Male,Category 25—34,2025,3,12
Dark Ink Slim Fit Jeans,2025-09-04,Men — Jeans,1,46.0,18.4,Debit Card,9566,Kildare,Female,Range 35-44,2025,3,12
Light Grey Straight Fit Jeans,2025-09-05,Men — Jeans,2,58.0,23.2,Credit Card,14750,Dublin,F,25-34,2025,3,12
Rose Print Prom Dress,2025-09-05,Children — Girls Clothing,1,37.0,18.87,Debit Card,18328,Meath,Female,65+,2025,3,12
Multi Floral Print Short Dress,2025-09-06,Women — Dresses,1,27.9,12.4,Debit Card,19441,Galway,F,18—24,2025,3,12
White Short Sleeve Oxford Shirt,2025-09-06,Men — Shirts,1,53.0,20.14,CC,1587,Tipperary,F,Category 25—34,2025,3,12
Pink Linen Blend Parallel Trousers,2025-09-06,Men — Trousers,1,31.5,13.65,Debit Card,11381,Galway,Female,Range 45-54,2025,3,12
Floral Embroidered Kaftan,2025-09-06,Children — Girls Clothing,2,64.0,32.64,Debit Card,4877,Dublin,Female,Category 45-54,2025,3,12
Mola Headlamp,2025-09-06,Homeware —  Design,1,38.7,12.9,Credit  Card,12125,Galway,Female,25-34,2025,3,12
White Tie and Shirt Set,2025-09-06,Men — Shirts,2,70.0,26.6,Voucher,6194,Westmeath,Female,Group 25–34,2025,3,12
Light Grey Straight Fit Jeans,2025-09-06,Men — Jeans,1,29.0,11.6,Credit Card,1228,Dublin,Male,Category 25–34,2025,3,12
Fluro Shorts Two Pack,2025-09-07,Children — Boys Clothing,4,70.0,35.7,Credit Card,6328,Cork,Female,Group 18-24,2025,3,12
Knitted Pom Pom Throw,2025-09-07,Homeware — Bed Bath,1,33.0,11.55,Credit Card,10831,Dublin,Female,Group 25–34,2025,3,13
Blue Stripe Snuggle Fit Pyjamas,2025-09-07,Children — Boys Clothing,3,55.5,28.3,Debit Card,8837,Wexford,Male,Group 18–24,2025,3,13
Double Wall Mug,2025-09-08,Homeware — Design,1,12.5,5.0,Credit Card,15816,Longford,Female,Group 25–34,2025,3,13
Black Single Cuff Shirt,2025-09-08,Men  — Shirts,3,126.0,47.88,Credit Card,9703,Dublin,M,Category 25-34,2025,3,13
Chevron Pattern Towering Heels,2025-09-08,Men —  Shoes,1,57.0,25.65,Debit Card,9291,Dublin,Male,25–34,2025,3,13
Gertrude Cardigan,2025-09-08,Women — Tops,1,21.6,12.0,Credit Card,4322,Kildare,M,Category 25-34,2025,3,13
Navy Short Sleeve Linen Blend Shirt,2025-09-08,Men  — Shirts,1,21.15,6.58,Debit Card,4387,Waterford,Female,Category 35-44,2025,3,13
Tan Leather Woven Slingbacks,2025-09-09,Men  — Shoes,1,43.0,19.35,Credit Card,2391,Dublin,Male,25-34,2025,3,13
Black Single Cuff Shirt,2025-09-09,Men —  Shirts,1,42.0,15.96,Debit Card,2172,Kilkenny,Female,Category None,2025,3,13
Fancy Ballerina Shoes,2025-09-09,Men — Shoes,3,129.0,58.05,Credit Card,1856,Roscommon,M,Range 35—44,2025,3,13
Pink Cheque Shirt Dress,2025-09-09,Children — Girls Clothing,1,16.5,8.41,Credit Card,9041,Dublin,M,Range 35-44,2025,3,13
Grey Marl Panda Face Crew,2025-09-09,Children — Boys Clothing,3,34.5,17.59,PayPal,14853,Cork,Prefer not to say,Category 25-34,2025,3,13
Navy Crew and Jogger Set,2025-09-10,Children —  Boys Clothing,2,35.0,17.85,Credit Card,14959,Waterford,F,Category 35-44,2025,3,13
Navy Linen Blend Dress,2025-09-10,Women — Dresses,1,27.0,12.0,Credit Card,17722,Wicklow,Female,35-44,2025,3,13
Knitted Pom Pom Throw,2025-09-10,Homeware — Bed Bath,1,29.7,8.25,Credit Card,3319,Cork,Male,Category 18-24,2025,3,13
Set of 3 Animal Canvas Prints,2025-09-10,Homeware —  Design,1,23.5,9.4,CC,19550,Kerry,Prefer not to say,25–34,2025,3,13
Navy Chino Trousers,2025-09-10,Men — Trousers,1,36.0,17.64,Credit Card,14891,Louth,F,Group 25–34,2025,3,13
White Short Sleeve Oxford Shirt,2025-09-10,Men — Shirts,1,53.0,20.14,Credit Card,5537,Donegal,Male,Range 25-34,2025,3,13
Navy/White Long Sleeve Gingham Cheque Shirt,2025-09-11,Men — Shirts,2,58.0,22.04,Credit Card,1366,Dublin,Female,Category 18-24,2025,3,13
Black Signature Point Court Shoes,2025-09-11,Women  — Shoes,1,39.6,15.4,Debit Card,10578,Dublin,M,Range 25-34,2025,3,13
Black Skinny Fit Ultra Flex Jeans,2025-09-11,Men  — Jeans,1,33.0,13.2,Credit Card,5572,Kerry,Male,Range 35—44,2025,3,13
Pink Cheque Shirt Dress,2025-09-11,Children  — Girls Clothing,1,16.5,8.41,Debit Card,1762,Kildare,Female,Group 55—64,2025,3,13
Harriet Chambray Top,2025-09-11,Women — Tops,1,31.5,17.5,Debit Card,3878,Meath,Prefer not to say,Category 18-24,2025,3,13
Fluro Shorts Two Pack,2025-09-12,Children  — Boys Clothing,4,70.0,35.7,Credit Card,5981,Westmeath,M,55-64,2025,3,13
Leather Court Shoes,2025-09-12,Women — Shoes,2,66.6,25.9,Credit Card,3868,Kilkenny,M,Group 45-54,2025,3,13
White Colour Block T-Shirt,2025-09-12,Children — Boys Clothing,2,45.0,22.95,Credit Card,11044,Dublin,Female,18-24,2025,3,13
White Colour Block T-Shirt,2025-09-12,Children — Boys Clothing,2,45.0,22.95,Debit  Card,4909,Dublin,M,25–34,2025,3,13
Cream Vintage Bin,2025-09-12,Homeware — Bed Bath,4,288.0,100.8,Credit Card,2019,Kilkenny,Male,25-34,2025,3,13
Lilac/Mint Long Sleeve Shirts,2025-09-12,Children — Girls Clothing,1,26.0,13.26,Credit Card,6116,Carlow,M,25-34,2025,3,13
Black Geo Jacquard Dress,2025-09-12,Women —  Dresses,2,66.6,29.6,Credit Card,11872,Kilkenny,Male,Category 45-54,2025,3,13
White Cropped Leggings,2025-09-12,Men — Trousers,1,31.5,13.65,Credit Card,7107,Dublin,Female,Group 25-34,2025,3,14
Hawaiian Print Sun Safe Two Piece,2025-09-13,Children — Girls Clothing,1,17.5,8.93,Debit Card,14087,Dublin,Male,Range 18-24,2025,3,14
Black Loose Fit Jeans,2025-09-13,Men — Jeans,1,29.0,11.6,Debit Card,5112,Dublin,Prefer not to say,Group 35-44,2025,3,14
Multi Floral Print Short Dress,2025-09-13,Women — Dresses,1,31.0,15.5,Credit Card,5769,Dublin,Male,Group 55-64,2025,3,14
Grey Marl Panda Face Crew,2025-09-13,Children — Boys Clothing,3,34.5,17.59,Credit Card,3700,Cork,Prefer not to say,Category 25-34,2025,3,14
Orange/Navy Shorts Three Pack,2025-09-13,Children — Girls Clothing,1,16.5,8.41,Credit Card,7059,Dublin,F,Range 35-44,2025,3,14
Black Skinny Fit Jeans,2025-09-13,Men — Jeans,1,46.0,18.4,Pay  Pal,17762,Dublin,F,Group 18-24,2025,3,14
Light Blue Slim Fit Short Sleeve Stretch Shirt,2025-09-13,Men — Shirts,1,21.15,6.58,Debit Card,7462,Dublin,Male,Category 25-34,2025,3,14
White Polo Two Pack,2025-09-13,Children — Girls Clothing,1,7.5,3.83,Credit Card,5359,Offaly,Female,Group 25—34,2025,3,14
Black Signature Point Court Shoes,2025-09-14,Men — Shoes,2,88.0,39.6,Debit Card,5807,Kildare,Male,35—44,2025,3,14
Hawaiian Print Sun Safe Two Piece,2025-09-14,Children — Girls Clothing,2,35.0,17.85,Credit Card,9012,Tipperary,F,35–44,2025,3,14
Fluro Shorts Two Pack,2025-09-14,Children — Boys Clothing,1,17.5,8.93,Credit Card,4781,Dublin,Male,Category 35–44,2025,3,14
White Short Sleeve Oxford Shirt,2025-09-14,Men — Shirts,1,53.0,20.14,Credit Card,2181,Dublin,M,None,2025,3,14
Hawaiian Print Sun Safe Two Piece,2025-09-15,Children — Girls Clothing,2,35.0,17.85,Debit Card,16034,Dublin,Male,Category 25-34,2025,3,14
White Tie and Shirt Set,2025-09-15,Men — Shirts,3,105.0,39.9,CC,17737,Galway,Female,45-54,2025,3,14
Pink Cheque Shirt Dress,2025-09-15,Children — Girls Clothing,1,14.85,6.76,Debit Card,3787,Roscommon,Female,Range 25-34,2025,3,14
Navy Suede Loafers,2025-09-15,Men — Shoes,1,31.5,12.25,Credit Card,10266,Monaghan,Male,55-64,2025,3,14
Red Joggers Two Pack,2025-09-15,Children — Boys Clothing,1,15.0,7.65,Credit Card,13387,Kildare,M,Category 25-34,2025,3,14
Rose Print Prom Dress,2025-09-15,Children — Girls Clothing,1,37.0,18.87,Voucher,17931,Meath,Male,Group 55-64,2025,3,14
Black Geo Jacquard Dress,2025-09-15,Women — Dresses,2,66.6,29.6,Debit Card,17834,Laois,Male,35–44,2025,3,14
Dark Blue Belted Jeans,2025-09-15,Men — Jeans,1,29.0,11.6,Credit Card,1762,Kildare,Female,Range 55—64,2025,3,14
Mid Blue Straight Fit Jeans,2025-09-15,Men — Jeans,2,76.0,30.4,Credit Card,5356,Kerry,Female,Group 45-54,2025,3,14
Set of 3 Animal Canvas Prints,2025-09-16,Homeware — Design,1,23.5,9.4,Credit Card,13569,Meath,Male,Group 18-24,2025,3,14
Multi Short Sleeve Character T-shirt,2025-09-16,Children — Boys Clothing,1,16.5,8.41,Credit Card,13387,Kildare,M,Range 25-34,2025,3,14
Red Joggers Two Pack,2025-09-16,Children — Boys Clothing,1,15.0,7.65,CC,13522,Kildare,Female,Category 25-34,2025,3,14
Black Skinny Fit Ultra Flex Jeans,2025-09-16,Men — Jeans,1,29.7,9.9,Credit Card,12700,Kildare,Female,Group 25-34,2025,3,14
Navy Crew and Jogger Set,2025-09-16,Children — Boys Clothing,2,35.0,17.85,Debit Card,6640,Clare,Male,Range 35-44,2025,3,14
Grey Marl Panda Face Crew,2025-09-16,Children — Boys Clothing,3,34.5,17.59,Debit Card,5995,Sligo,M,Group 25–34,2025,3,14
Dawson Trolley,2025-09-16,Homeware — Design,1,57.0,22.8,Credit Card,8578,Kildare,Female,35–44,2025,3,14
Fluro Shorts Two Pack,2025-09-16,Children — Boys Clothing,1,17.5,8.93,Credit Card,5730,Waterford,Male,Range 25-34,2025,3,14
Navy Linen Blend Dress,2025-09-17,Women — Dresses,1,30.0,15.0,Debit Card,18912,Cork,M,Range 35-44,2025,3,15
Pink Slim Fit Double Cuff Shirt,2025-09-17,Men — Shirts,1,29.0,11.02,Debit Card,8962,Wicklow,Female,45-54,2025,3,15
Ayres Chambray Top,2025-09-17,Women — Tops,1,63.0,37.8,Debit Card,18700,Mayo,M,55—64,2025,3,15
Rose Print Prom Dress,2025-09-18,Children — Girls Clothing,1,37.0,18.87,Credit Card,9891,Kerry,M,Category 35-44,2025,3,15
Black Loose Fit Jeans,2025-09-18,Men — Jeans,1,29.0,11.6,Debit Card,10081,Waterford,Female,Range 35-44,2025,3,15
Double Wall Mug,2025-09-18,Homeware — Design,1,12.5,5.0,Credit Card,11025,Wexford,M,Category 25-34,2025,3,15
Navy Crew and Jogger Set,2025-09-18,Children — Boys Clothing,3,52.5,26.77,Credit Card,10987,Dublin,Female,Category 35-44,2025,3,15
White Polo Two Pack,2025-09-18,Children — Girls Clothing,1,7.5,3.83,Credit Card,16525,Dublin,Male,Range 45-54,2025,3,15
Lattice Runner,2025-09-19,Homeware — Design,3,258.0,103.2,Credit Card,6184,Cavan,Male,55-64,2025,3,15
Blue Floral Embroidered Mac,2025-09-19,Children — Girls Clothing,1,35.0,17.85,PayPal,11712,Dublin,Male,Group 25–34,2025,3,15
Set of 3 Animal Canvas Prints,2025-09-20,Homeware — Design,1,23.5,9.4,Credit Card,5406,Offaly,M,35-44,2025,3,15
Multi Llama Vests Three Pack,2025-09-20,Children — Girls Clothing,1,17.5,8.93,Debit Card,6771,Dublin,Female,Group 25-34,2025,3,15
